time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-26 00:00:00+00:00,,,28,19
2023-01-27 00:00:00+00:00,,,21,17
2023-01-28 00:00:00+00:00,,,50,24
2023-01-29 00:00:00+00:00,,,15,9
2023-01-30 00:00:00+00:00,,,17,10
2023-01-31 00:00:00+00:00,,,8,5
2023-02-01 00:00:00+00:00,1.0,1.0,4,3
2023-02-02 00:00:00+00:00,,,4,1
2023-02-03 00:00:00+00:00,,,2,1
2023-02-04 00:00:00+00:00,,,7,3
2023-02-05 00:00:00+00:00,,,13,4
2023-02-06 00:00:00+00:00,,,18,11
2023-02-07 00:00:00+00:00,,,13,7
2023-02-08 00:00:00+00:00,,,11,6
