time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-09-08 00:00:00+00:00,,,12,5
2022-09-09 00:00:00+00:00,,,15,3
2022-09-10 00:00:00+00:00,,,22,4
2022-09-11 00:00:00+00:00,,,14,5
2022-09-12 00:00:00+00:00,,,31,8
2022-09-13 00:00:00+00:00,,,34,9
2022-09-14 00:00:00+00:00,,,35,6
2022-09-15 00:00:00+00:00,,,50,8
2022-09-16 00:00:00+00:00,,,39,8
2022-09-17 00:00:00+00:00,,,51,13
2022-09-18 00:00:00+00:00,1.0,1.0,20,5
2022-09-19 00:00:00+00:00,,,42,6
2022-09-20 00:00:00+00:00,,,71,11
2022-09-21 00:00:00+00:00,,,1,1
