time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-08-14 00:00:00+00:00,,,11,4
2022-08-15 00:00:00+00:00,,,37,12
2022-08-16 00:00:00+00:00,,,52,9
2022-08-17 00:00:00+00:00,2.0,1.0,31,9
2022-08-18 00:00:00+00:00,,,38,9
2022-08-19 00:00:00+00:00,,,17,7
2022-08-20 00:00:00+00:00,,,40,6
2022-08-21 00:00:00+00:00,,,47,12
2022-08-22 00:00:00+00:00,,,68,18
2022-08-23 00:00:00+00:00,,,66,18
2022-08-24 00:00:00+00:00,,,38,13
2022-08-25 00:00:00+00:00,,,63,13
2022-08-26 00:00:00+00:00,,,43,15
2022-08-27 00:00:00+00:00,,,34,8
