time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-10-10 00:00:00+00:00,,,3,1
2022-10-11 00:00:00+00:00,,,8,3
2022-10-12 00:00:00+00:00,,,1,1
2022-10-13 00:00:00+00:00,,,5,3
2022-10-14 00:00:00+00:00,1.0,1.0,13,4
2022-10-15 00:00:00+00:00,1.0,1.0,5,2
2022-10-16 00:00:00+00:00,,,10,3
2022-10-17 00:00:00+00:00,,,6,3
2022-10-18 00:00:00+00:00,,,3,2
2022-10-19 00:00:00+00:00,,,10,3
2022-10-20 00:00:00+00:00,,,5,2
2022-10-21 00:00:00+00:00,1.0,1.0,2,1
2022-10-22 00:00:00+00:00,,,7,5
2022-10-23 00:00:00+00:00,,,3,2
