time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-14 00:00:00+00:00,,,30,9
2023-01-15 00:00:00+00:00,,,22,11
2023-01-16 00:00:00+00:00,,,16,11
2023-01-17 00:00:00+00:00,1.0,1.0,17,12
2023-01-18 00:00:00+00:00,,,15,8
2023-01-19 00:00:00+00:00,,,12,11
2023-01-20 00:00:00+00:00,,,27,15
2023-01-21 00:00:00+00:00,,,31,8
2023-01-22 00:00:00+00:00,,,13,9
2023-01-23 00:00:00+00:00,,,13,7
2023-01-24 00:00:00+00:00,,,5,4
2023-01-25 00:00:00+00:00,,,15,9
2023-01-26 00:00:00+00:00,,,28,19
2023-01-27 00:00:00+00:00,,,17,17
