time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-08-01 00:00:00+00:00,,,25,7
2022-08-02 00:00:00+00:00,1.0,1.0,7,3
2022-08-03 00:00:00+00:00,,,17,6
2022-08-04 00:00:00+00:00,,,21,7
2022-08-05 00:00:00+00:00,,,24,14
2022-08-06 00:00:00+00:00,,,9,5
2022-08-07 00:00:00+00:00,,,7,4
2022-08-08 00:00:00+00:00,,,25,5
2022-08-09 00:00:00+00:00,,,11,5
2022-08-10 00:00:00+00:00,,,8,4
2022-08-11 00:00:00+00:00,,,10,7
2022-08-12 00:00:00+00:00,,,50,9
2022-08-13 00:00:00+00:00,,,45,8
2022-08-14 00:00:00+00:00,,,11,4
