time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-11-25 00:00:00+00:00,,,36,1
2022-11-29 00:00:00+00:00,,,28,3
2022-11-30 00:00:00+00:00,,,4,1
2022-12-01 00:00:00+00:00,,,2,1
