url_path,views_total,views_unique
/Infinity-Vault/Baze-podataka-II,5,3
/Infinity-Vault/Baze-podataka-II/tree/main/Vjezbe/Vjezbe_8,4,3
/Infinity-Vault/Baze-podataka-II/blob/main/Vjezbe/Vjezbe_2/Vjezbe_2.sql,2,1
/Infinity-Vault/Baze-podataka-II/tree/main/Vjezbe,2,1
/Infinity-Vault/Baze-podataka-II/tree/main/Vjezbe/Vjezbe_2,2,1
/Infinity-Vault/Baze-podataka-II/blob/main/Ispiti/2022-06-22/Postavka.pdf,1,1
/Infinity-Vault/Baze-podataka-II/tree/main/Ispiti,1,1
/Infinity-Vault/Baze-podataka-II/tree/main/Ispiti/2021-09-10,1,1
/Infinity-Vault/Baze-podataka-II/tree/main/Ispiti/2022-06-22,1,1
/Infinity-Vault/Baze-podataka-II/tree/main/Vjezbe/Vjezbe_13,1,1
