url_path,views_total,views_unique
/Infinity-Vault/Baze-podataka-II,6,4
/Infinity-Vault/Baze-podataka-II/tree/main/Vjezbe,3,1
/Infinity-Vault/Baze-podataka-II/blob/main/Materijali/instnwnd.sql,2,1
/Infinity-Vault/Baze-podataka-II/tree/main/Materijali,2,1
/Infinity-Vault/Baze-podataka-II/blob/main/Ispiti/2019-09-19/2019-09-19%20postavka.sql,1,1
/Infinity-Vault/Baze-podataka-II/blob/main/Ispiti/2020-07-24/2020-07-24%20postavka.sql,1,1
/Infinity-Vault/Baze-podataka-II/blob/main/Materijali/BP2_InstaliranjeSQLServera_2019.pptx,1,1
/Infinity-Vault/Baze-podataka-II/blob/main/Materijali/instpubs.sql,1,1
/Infinity-Vault/Baze-podataka-II/blob/main/Vjezbe/Vjezbe_5/Vjezbe_5.sql,1,1
/Infinity-Vault/Baze-podataka-II/blob/main/Vjezbe/Vjezbe_6/Vjezbe_6.sql,1,1
