time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-07-28 00:00:00+00:00,,,2.0,1.0
2022-08-01 00:00:00+00:00,,,8.0,1.0
2022-08-02 00:00:00+00:00,1.0,1.0,,
2022-08-03 00:00:00+00:00,1.0,1.0,,
