time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-02-01 00:00:00+00:00,,,1.0,1.0
2023-02-02 00:00:00+00:00,1.0,1.0,,
2023-02-05 00:00:00+00:00,,,3.0,2.0
2023-02-06 00:00:00+00:00,,,7.0,3.0
2023-02-07 00:00:00+00:00,,,15.0,1.0
2023-02-08 00:00:00+00:00,,,32.0,4.0
2023-02-09 00:00:00+00:00,,,7.0,3.0
2023-02-10 00:00:00+00:00,,,9.0,3.0
2023-02-11 00:00:00+00:00,,,62.0,8.0
2023-02-12 00:00:00+00:00,,,7.0,4.0
2023-02-13 00:00:00+00:00,,,13.0,4.0
2023-02-14 00:00:00+00:00,,,12.0,6.0
