time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-08-20 00:00:00+00:00,,,91,2
2022-08-21 00:00:00+00:00,,,16,2
2022-08-22 00:00:00+00:00,,,4,1
2022-08-23 00:00:00+00:00,,,3,1
2022-08-24 00:00:00+00:00,1.0,1.0,22,2
2022-08-25 00:00:00+00:00,,,1,1
2022-08-27 00:00:00+00:00,,,68,4
2022-08-28 00:00:00+00:00,1.0,1.0,91,4
2022-08-29 00:00:00+00:00,5.0,4.0,58,3
2022-08-30 00:00:00+00:00,,,2,1
2022-08-31 00:00:00+00:00,,,106,5
2022-09-01 00:00:00+00:00,,,86,4
2022-09-02 00:00:00+00:00,,,44,3
