time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-06-30 00:00:00+00:00,,,16.0,2.0
2022-07-01 00:00:00+00:00,,,4.0,2.0
2022-07-02 00:00:00+00:00,,,43.0,2.0
2022-07-03 00:00:00+00:00,,,61.0,2.0
2022-07-04 00:00:00+00:00,,,113.0,5.0
2022-07-05 00:00:00+00:00,,,36.0,4.0
2022-07-06 00:00:00+00:00,1.0,1.0,173.0,5.0
2022-07-07 00:00:00+00:00,,,165.0,8.0
2022-07-08 00:00:00+00:00,,,99.0,9.0
2022-07-10 00:00:00+00:00,3.0,2.0,,
2022-07-11 00:00:00+00:00,,,1.0,1.0
2022-07-12 00:00:00+00:00,,,1.0,1.0
2022-07-13 00:00:00+00:00,,,1.0,1.0
