time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-02-01 00:00:00+00:00,,,19,3
2023-02-02 00:00:00+00:00,1.0,1.0,2,1
2023-02-03 00:00:00+00:00,,,16,2
2023-02-04 00:00:00+00:00,,,25,4
2023-02-05 00:00:00+00:00,,,1,1
2023-02-06 00:00:00+00:00,,,29,7
2023-02-07 00:00:00+00:00,,,69,6
2023-02-08 00:00:00+00:00,,,41,6
2023-02-09 00:00:00+00:00,,,112,7
2023-02-10 00:00:00+00:00,1.0,1.0,35,7
2023-02-11 00:00:00+00:00,,,19,4
2023-02-12 00:00:00+00:00,,,63,8
2023-02-13 00:00:00+00:00,,,17,6
2023-02-14 00:00:00+00:00,,,60,6
