referrer,views_total,views_unique
Google,492,51
Bing,215,17
github.com,214,23
l.facebook.com,102,16
l.messenger.com,31,2
l.instagram.com,19,3
m.facebook.com,10,2
facebook.com,2,1
snapchat.com,2,1
