referrer,views_total,views_unique
Google,256,31
l.facebook.com,115,11
github.com,70,11
l.messenger.com,25,1
l.instagram.com,24,7
m.facebook.com,21,5
Bing,5,2
DuckDuckGo,4,2
snapchat.com,2,1
