referrer,views_total,views_unique
Google,599,83
Bing,306,23
l.facebook.com,192,13
github.com,163,26
l.instagram.com,138,14
instagram.com,67,5
m.facebook.com,64,11
l.messenger.com,30,1
facebook.com,16,2
teams.microsoft.com,1,1
