referrer,views_total,views_unique
Google,639,89
Bing,326,25
l.facebook.com,205,15
github.com,171,28
l.instagram.com,161,15
m.facebook.com,73,14
instagram.com,67,5
l.messenger.com,34,2
facebook.com,17,3
messenger.com,11,1
