referrer,views_total,views_unique
Google,152,18
Bing,131,12
l.messenger.com,24,2
l.facebook.com,22,6
github.com,17,3
l.instagram.com,14,4
m.facebook.com,11,3
facebook.com,4,3
teams.microsoft.com,2,2
instagram.com,2,1
