referrer,views_total,views_unique
Google,544,69
Bing,341,31
l.facebook.com,250,18
github.com,152,22
l.instagram.com,134,17
l.messenger.com,60,5
m.facebook.com,34,11
instagram.com,23,1
facebook.com,17,8
messenger.com,11,1
