referrer,views_total,views_unique
Google,125,13
github.com,64,3
Bing,51,5
l.facebook.com,44,6
m.facebook.com,15,5
l.instagram.com,8,3
facebook.com,7,7
search-dre.dt.dbankcloud.com,1,1
