referrer,views_total,views_unique
Google,711,73
Bing,333,28
l.facebook.com,237,27
github.com,183,22
l.instagram.com,112,11
l.messenger.com,91,6
m.facebook.com,33,10
facebook.com,11,8
messenger.com,11,1
com.google.android.gm,6,2
