referrer,views_total,views_unique
Google,471,49
github.com,226,20
Bing,149,4
l.facebook.com,100,14
l.messenger.com,25,1
l.instagram.com,24,6
m.facebook.com,16,2
instagram.com,8,5
Yahoo,5,1
facebook.com,2,2
