referrer,views_total,views_unique
Google,184,15
Bing,57,8
l.instagram.com,21,4
github.com,18,3
l.messenger.com,14,1
facebook.com,9,6
l.facebook.com,6,2
m.facebook.com,4,1
teams.microsoft.com,2,2
