referrer,views_total,views_unique
Google,426,48
Bing,207,15
github.com,177,21
l.facebook.com,96,14
l.instagram.com,32,6
l.messenger.com,24,2
m.facebook.com,10,2
instagram.com,2,1
facebook.com,2,1
