referrer,views_total,views_unique
Google,457,49
github.com,230,19
Bing,154,4
l.facebook.com,58,11
l.instagram.com,21,5
instagram.com,8,5
Yahoo,5,1
m.facebook.com,5,1
l.messenger.com,4,1
facebook.com,2,2
