referrer,views_total,views_unique
Google,239,32
l.facebook.com,114,10
github.com,70,11
l.messenger.com,25,1
l.instagram.com,22,6
m.facebook.com,21,5
Bing,5,2
DuckDuckGo,4,2
snapchat.com,2,1
teams.microsoft.com,1,1
