referrer,views_total,views_unique
Google,200,15
Bing,75,10
l.instagram.com,21,4
github.com,18,3
l.messenger.com,14,1
l.facebook.com,7,3
facebook.com,7,3
m.facebook.com,5,2
teams.microsoft.com,2,2
