referrer,views_total,views_unique
Google,134,15
Bing,106,11
l.messenger.com,24,2
l.facebook.com,22,6
l.instagram.com,17,5
github.com,17,3
m.facebook.com,6,2
facebook.com,5,3
teams.microsoft.com,2,2
instagram.com,2,1
