referrer,views_total,views_unique
Google,714,99
Bing,369,30
l.facebook.com,319,23
github.com,220,31
l.instagram.com,165,16
m.facebook.com,76,15
instagram.com,67,5
l.messenger.com,41,4
facebook.com,23,6
messenger.com,11,1
