time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-11-07 00:00:00+00:00,1.0,1.0,144,28
2022-11-08 00:00:00+00:00,2.0,1.0,147,23
2022-11-09 00:00:00+00:00,3.0,3.0,129,19
2022-11-10 00:00:00+00:00,,,94,15
2022-11-11 00:00:00+00:00,,,79,14
2022-11-12 00:00:00+00:00,,,99,12
2022-11-13 00:00:00+00:00,1.0,1.0,139,20
2022-11-14 00:00:00+00:00,,,164,22
2022-11-15 00:00:00+00:00,,,112,21
2022-11-16 00:00:00+00:00,1.0,1.0,205,26
2022-11-17 00:00:00+00:00,,,122,20
2022-11-18 00:00:00+00:00,,,155,14
2022-11-19 00:00:00+00:00,1.0,1.0,140,18
2022-11-20 00:00:00+00:00,,,142,16
