referrer,views_total,views_unique
Google,132,8
Bing,77,8
github.com,65,3
l.instagram.com,26,6
m.facebook.com,9,4
facebook.com,6,4
l.facebook.com,3,1
search-dre.dt.dbankcloud.com,1,1
