referrer,views_total,views_unique
Google,671,95
Bing,350,27
l.facebook.com,232,17
github.com,188,29
l.instagram.com,174,16
m.facebook.com,73,14
instagram.com,67,5
l.messenger.com,34,2
facebook.com,17,3
messenger.com,11,1
