referrer,views_total,views_unique
Google,171,15
Bing,104,13
l.messenger.com,24,2
l.instagram.com,22,5
github.com,16,2
l.facebook.com,11,5
facebook.com,6,3
m.facebook.com,6,2
teams.microsoft.com,2,2
