referrer,views_total,views_unique
Google,475,52
github.com,226,18
Bing,131,3
l.facebook.com,122,14
l.instagram.com,29,9
l.messenger.com,25,1
m.facebook.com,16,2
instagram.com,7,4
Yahoo,5,1
facebook.com,2,2
