referrer,views_total,views_unique
Google,172,22
Bing,155,14
l.facebook.com,55,7
github.com,43,6
l.messenger.com,24,2
l.instagram.com,17,6
m.facebook.com,11,3
instagram.com,2,1
facebook.com,1,1
