referrer,views_total,views_unique
Google,209,25
Bing,189,15
github.com,101,13
l.facebook.com,66,7
l.messenger.com,24,2
l.instagram.com,17,6
m.facebook.com,16,4
instagram.com,2,1
facebook.com,1,1
