referrer,views_total,views_unique
Google,516,71
Bing,273,15
l.facebook.com,157,12
github.com,154,23
l.instagram.com,104,10
instagram.com,67,5
m.facebook.com,51,8
facebook.com,13,2
DuckDuckGo,3,1
teams.microsoft.com,1,1
