referrer,views_total,views_unique
Google,699,69
Bing,373,26
github.com,243,22
l.facebook.com,187,27
l.messenger.com,57,4
l.instagram.com,51,7
m.facebook.com,16,5
facebook.com,11,7
com.google.android.gm,6,2
snapchat.com,2,1
