referrer,views_total,views_unique
Google,716,69
Bing,364,25
github.com,270,24
l.facebook.com,147,24
l.messenger.com,55,4
l.instagram.com,51,7
m.facebook.com,16,5
facebook.com,10,7
com.google.android.gm,6,2
snapchat.com,2,1
