referrer,views_total,views_unique
Google,723,98
github.com,294,20
Bing,197,7
m.facebook.com,81,13
l.instagram.com,47,4
l.facebook.com,26,7
DuckDuckGo,9,1
instagram.com,8,5
Yahoo,5,1
messenger.com,3,1
