referrer,views_total,views_unique
Google,524,76
Bing,264,13
github.com,147,20
l.facebook.com,137,11
l.instagram.com,101,10
instagram.com,67,5
m.facebook.com,53,9
facebook.com,11,2
DuckDuckGo,4,2
teams.microsoft.com,1,1
