referrer,views_total,views_unique
Google,319,38
Bing,212,14
github.com,166,17
l.facebook.com,85,9
l.instagram.com,17,6
m.facebook.com,15,3
l.messenger.com,5,1
instagram.com,2,1
facebook.com,2,1
