time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-10-02 00:00:00+00:00,,,14,1
2022-10-03 00:00:00+00:00,,,12,4
2022-10-04 00:00:00+00:00,,,38,12
2022-10-05 00:00:00+00:00,,,49,9
2022-10-06 00:00:00+00:00,,,104,36
2022-10-07 00:00:00+00:00,,,39,8
2022-10-08 00:00:00+00:00,2.0,2.0,7,2
2022-10-09 00:00:00+00:00,,,4,2
2022-10-10 00:00:00+00:00,,,37,5
2022-10-11 00:00:00+00:00,,,34,12
2022-10-12 00:00:00+00:00,,,16,3
2022-10-13 00:00:00+00:00,,,24,8
2022-10-14 00:00:00+00:00,1.0,1.0,3,2
2022-10-15 00:00:00+00:00,,,4,2
