referrer,views_total,views_unique
Google,752,101
github.com,344,22
Bing,206,7
m.facebook.com,76,11
l.instagram.com,57,6
l.facebook.com,31,7
DuckDuckGo,9,1
instagram.com,8,5
Yahoo,5,1
facebook.com,2,2
