referrer,views_total,views_unique
Google,563,79
Bing,296,22
l.facebook.com,180,13
github.com,161,27
l.instagram.com,113,13
instagram.com,67,5
m.facebook.com,51,8
facebook.com,16,2
l.messenger.com,5,1
teams.microsoft.com,1,1
