referrer,views_total,views_unique
Google,103,7
Bing,68,7
github.com,65,3
l.instagram.com,21,4
m.facebook.com,9,4
facebook.com,4,4
l.facebook.com,3,1
search-dre.dt.dbankcloud.com,1,1
