referrer,views_total,views_unique
Google,149,16
Bing,108,12
l.messenger.com,24,2
l.instagram.com,19,6
github.com,16,2
l.facebook.com,11,5
facebook.com,6,3
m.facebook.com,6,2
teams.microsoft.com,2,2
instagram.com,2,1
