referrer,views_total,views_unique
Google,490,73
Bing,231,11
github.com,150,22
l.facebook.com,138,13
l.instagram.com,80,9
m.facebook.com,55,10
instagram.com,44,4
facebook.com,9,2
DuckDuckGo,4,2
teams.microsoft.com,1,1
