referrer,views_total,views_unique
Google,693,98
Bing,359,28
l.facebook.com,278,19
github.com,198,31
l.instagram.com,165,16
m.facebook.com,73,14
instagram.com,67,5
l.messenger.com,36,3
facebook.com,18,4
messenger.com,11,1
