referrer,views_total,views_unique
Google,700,72
Bing,383,26
github.com,259,23
l.facebook.com,204,27
l.instagram.com,64,10
l.messenger.com,57,4
m.facebook.com,16,5
facebook.com,11,7
com.google.android.gm,6,2
snapchat.com,2,1
