referrer,views_total,views_unique
Google,454,50
github.com,215,18
l.facebook.com,142,15
Bing,131,3
l.instagram.com,27,9
l.messenger.com,25,1
m.facebook.com,19,4
instagram.com,7,4
Yahoo,5,1
facebook.com,2,2
