referrer,views_total,views_unique
Google,260,30
Bing,197,15
github.com,127,13
l.facebook.com,66,7
l.instagram.com,17,6
m.facebook.com,16,4
l.messenger.com,10,1
instagram.com,2,1
facebook.com,1,1
