referrer,views_total,views_unique
Google,591,81
Bing,506,34
l.facebook.com,345,22
github.com,169,22
l.instagram.com,165,14
instagram.com,65,4
l.messenger.com,60,5
m.facebook.com,35,11
facebook.com,23,6
messenger.com,11,1
