time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-02-03 00:00:00+00:00,1.0,1.0,112,31
2023-02-04 00:00:00+00:00,,,349,43
2023-02-05 00:00:00+00:00,,,299,53
2023-02-06 00:00:00+00:00,,,556,67
2023-02-07 00:00:00+00:00,,,456,63
2023-02-08 00:00:00+00:00,,,523,60
2023-02-09 00:00:00+00:00,,,1019,85
2023-02-10 00:00:00+00:00,,,982,90
2023-02-11 00:00:00+00:00,1.0,1.0,876,83
2023-02-12 00:00:00+00:00,,,792,73
2023-02-13 00:00:00+00:00,1.0,1.0,1145,93
2023-02-14 00:00:00+00:00,,,1359,110
2023-02-15 00:00:00+00:00,1.0,1.0,1641,125
2023-02-16 00:00:00+00:00,,,1222,117
