time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-10-21 00:00:00+00:00,1.0,1.0,,
2022-10-22 00:00:00+00:00,,,113.0,25.0
2022-10-23 00:00:00+00:00,,,14.0,5.0
2022-10-24 00:00:00+00:00,,,19.0,5.0
2022-10-25 00:00:00+00:00,,,70.0,10.0
2022-10-26 00:00:00+00:00,,,47.0,8.0
2022-10-27 00:00:00+00:00,,,186.0,29.0
2022-10-28 00:00:00+00:00,1.0,1.0,62.0,15.0
2022-10-29 00:00:00+00:00,,,200.0,36.0
2022-10-30 00:00:00+00:00,,,108.0,19.0
2022-10-31 00:00:00+00:00,,,123.0,21.0
2022-11-01 00:00:00+00:00,,,100.0,13.0
2022-11-02 00:00:00+00:00,,,72.0,18.0
2022-11-03 00:00:00+00:00,,,97.0,16.0
