referrer,views_total,views_unique
Google,638,98
github.com,219,17
Bing,133,7
m.facebook.com,82,14
l.instagram.com,46,4
l.facebook.com,12,5
DuckDuckGo,9,1
instagram.com,6,3
Yahoo,5,1
messenger.com,3,1
