referrer,views_total,views_unique
Google,257,32
Bing,215,14
github.com,156,14
l.facebook.com,76,8
l.instagram.com,17,6
m.facebook.com,15,3
l.messenger.com,10,1
instagram.com,2,1
facebook.com,2,1
