referrer,views_total,views_unique
Google,81,7
github.com,65,3
Bing,59,6
m.facebook.com,9,4
l.instagram.com,5,2
facebook.com,4,4
l.facebook.com,3,1
search-dre.dt.dbankcloud.com,1,1
