time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-11-01 00:00:00+00:00,,,100,13
2022-11-02 00:00:00+00:00,,,72,18
2022-11-03 00:00:00+00:00,,,97,16
2022-11-04 00:00:00+00:00,,,80,10
2022-11-05 00:00:00+00:00,,,194,25
2022-11-06 00:00:00+00:00,2.0,2.0,215,35
2022-11-07 00:00:00+00:00,1.0,1.0,144,28
2022-11-08 00:00:00+00:00,2.0,1.0,147,23
2022-11-09 00:00:00+00:00,3.0,3.0,129,19
2022-11-10 00:00:00+00:00,,,94,15
2022-11-11 00:00:00+00:00,,,79,14
2022-11-12 00:00:00+00:00,,,99,12
2022-11-13 00:00:00+00:00,1.0,1.0,139,20
2022-11-14 00:00:00+00:00,,,146,18
