referrer,views_total,views_unique
Google,407,64
github.com,145,19
Bing,128,5
l.facebook.com,93,9
l.instagram.com,72,10
m.facebook.com,55,10
instagram.com,37,3
facebook.com,6,1
DuckDuckGo,4,2
teams.microsoft.com,1,1
