referrer,views_total,views_unique
Google,355,40
github.com,161,15
l.facebook.com,134,13
Bing,51,3
l.instagram.com,25,9
l.messenger.com,25,1
m.facebook.com,21,5
DuckDuckGo,4,2
snapchat.com,2,1
