referrer,views_total,views_unique
Google,712,69
Bing,366,24
github.com,260,24
l.facebook.com,129,22
l.instagram.com,53,8
l.messenger.com,50,3
m.facebook.com,13,4
facebook.com,5,4
snapchat.com,2,1
com.google.android.gm,2,1
