referrer,views_total,views_unique
Google,127,13
github.com,65,4
l.facebook.com,45,7
Bing,44,4
m.facebook.com,11,3
l.instagram.com,8,3
facebook.com,4,4
search-dre.dt.dbankcloud.com,1,1
